Meme Number,Topic of the Meme,Sentiment,Intent,Description
7815,Social issues,Positive,Relatable,"... +91 9137171858 bhai tu bohot maderchod hai 42 who is this? V/ Harsh no it's Ashish V/ tu bhi maderchod he hoga , Ashish ye duniya he maderchod hai E"
7816,Social issues,Positive,Satirical,Why do bras exist? Taking them off makes both men and women happy.
7817,Social issues,Positive,Relatable,"Chalo kuch FB-aur bataoo IG- Khusur, foosur kartey hai."
7818,Culture,Positive,Satirical,
7819,Social issues,Positive,Relatable,Abdullah @ WTH_Abdulla We both have our own struggles KE
7820,Education,Negative,Relatable,Tu dekh ab tu dekh
7821,Social issues,Positive,Satirical,UK US My Country
7822,Technology,Neutral,Informative,"NOT EVERYONE CAN READ THIS ! NOT EVERYONE CAN READ THIS fi yuo cna raed tihs, yuo hvae a sgtrane mnid too. ! cdnuolt blveiee taht I cluod aulacity uesdnatnrd waht I was rdanieg. The phaonmneal pweor of the hmuan mnid, aoccdrnig to a rscheearch at Cmabrigde Uinervtisy, it dseno't mtaetr in waht oerdr the Itteres in a wrod are, the olny iproamtnt tihng is taht the frsit and Isat Itteer be in the rghit pclae. The rset can be a taotl mses and you can sitll raed it whotuit a pboerlm. Tihs is bcuseae the huamn mnid deos not raed ervey Iteter by istlef, but the wrod as a wlohe. Azanmig huh? Yaeh and | awlyas tghuhot slpeling was ipmorantt! If you can raed tihs SHARE IT Cna yuo raed tihs? Olny 55 plepoe out of 100 can."
7823,Social issues,Negative,Informative,
7824,Entertainment,Negative,Relatable,Ewwww Kitne cringe log h ..
7825,Social issues,Negative,Satirical,You need to eat this before you talk
7826,Entertainment,Positive,Satirical,Where Did The Cat Go? I'm too tired of this meme ok!
7827,Culture,Positive,Relatable,FASTING LOGIC 3. Drink so much 1. Drink a lot 2. Drink way you conceive a of water more than you water baby 2 need Carry it 6 weeks past its 1 due date 0 4. Drink until 5. Feel thirsty water starts 1 minute to involuntarily after excrete itsef Fajr from every orifice
7828,Politics,Positive,Satirical,MAHATMA GANDHI MEMES Ager jung Hui To Hum Bhi Apna 56 Inch Ka Sina Dikha Denge MAHATMA GANDHI MEMES
7829,Social issues,Positive,Relatable,idhr aao kuch bat karni hai
7830,Social issues,Positive,Relatable,Funny jokes Urdu Dotes
7831,Social issues,Positive,Relatable,"Itna kuch seh liya life mein, I should be called sehenshah"
7832,Social issues,Positive,Relatable,Raise your hand if you ever had this cell phone 2 ABC 3 6
7833,Entertainment,Positive,Relatable,speemchlemssz
7834,Entertainment,Positive,Satirical,Kisne socha tha ye launda Deepika le jaega .. Translate Tweet teenager_baba karo baba ... more All 21 HOURS AGO Q +
7835,Culture,Positive,Relatable,1 Insta | crushfound01 My Crush A Hassan
7836,Education,Positive,Relatable,probably every student right now DisNEy · PIXAR FINDING MOTIVATION TO FINISH THE SEMESTER
7837,Social issues,Negative,Satirical,
7838,Politics,Negative,Satirical,
7839,Education,Positive,Relatable,"Sir ji, Ab sardiyo ki chhutti kab se padegi"
7840,Social issues,Positive,Satirical,Aisa karunga jadu tona .. FB-aur bataoo IG- Gayeb ho jayenge sab ke Babu sona.
7841,Entertainment,Positive,Satirical,JAB WE MET who put the drugs in this movie H-10
7842,Social issues,Positive,Satirical,Me : Bhabhi Itni Garam Chai Marwaongi Kya She : Ha
7844,Politics,Positive,Satirical,"""israil Türkiye'ye savaş açıcakmış biz boşuna mı pubg oynadık"""
7845,Education,Positive,Relatable,"Sudipto Biswas V * Biology class* Bio Mam: ""Today we will learn Reproduction."" Classroom: Sudipto Biswas"
7846,Social issues,Positive,Satirical,If we continue wearing masks for 10 more years f /Sarcasmlol Our children will think that mouth is a private part
7847,Education,Positive,Satirical,"NAME: Jaja SECTION: Grade y- Gumamela TEST I: MATHEMATICS 1. Add the numbers: 96 66 . 99 = 2.Subtract the numbers: 44 - 11 = LL 3. Multiply the numbers: 3×3. 4. Divide the numbers: 88 / 88 88 5. Fill in the blanks with the correct word 10 Ten 100 1,000 Jeeen 10,000 Ieeeen Give that kid A medal!"
7848,Social issues,Negative,Relatable,Bhak
7849,Social issues,Neutral,Informative,-€160
7850,Social issues,Positive,Relatable,
7851,Education,Positive,Satirical,-Mahatma Gandhi
7852,Informative,Neutral,Informative,Shine bright a diamond ... Diamonds don't Shine idiot! They Reflect!
7853,Entertainment,Positive,Relatable,
7854,Culture,Positive,Satirical,"... Muhammad Ahtisham Drank Sweetened Yogurt Juice In Sehri. ... Umar Rao Meethi Lassi boltay hain ussy, Gulabi angraiz"
7855,Politics,Negative,Satirical,ILLCALL Gabil Jo f gartashjahan
7856,Entertainment,Positive,Informative,Peeta nhi pepsi peeta nu MEMECHAT sprite Via MemeChat er Sprite Tumhare saath lag rha mera future bright
7857,Social issues,Negative,Relatable,JEEWAN KA SABSE BADA DUKH KYA HAI? COOLER ME 10 BALTI PAANI BHARNE KE BAAD LIGHT KA CHALE JANA ADBHUT
7858,Technology,Neutral,Relatable,alee How it ended How it REALLY ended W W Final FINAL FINAL Draft.docx FINAL DRAFT - v20 (1).docx
7859,Social issues,Negative,Satirical,"When a female When a male cries, she covers cries, he covers her mouth .. his eyes .. It's their bodies know which parts are the cause of most of their sins!"
7860,Education,Positive,Informative,"Pyaar to sab karte hai, Tum padhai karo."
7861,Entertainment,Positive,Relatable,"Me back then ""Telling my frnd how much I love her"" CRUSHHZONE"
7862,Social issues,Negative,Relatable,"BAEFIKRA .. Ek Dil Hai, Ek Jaan Hai Dono Iss Duniya se Pareshan hai - 100"
7863,Social issues,Negative,Informative,- writes
7864,Culture,Negative,Satirical,
7865,Politics,Negative,Satirical,seeing corona cases increasing day by day me: Pin&104 chalna lockdown laga na
7866,Entertainment,Positive,Satirical,"Aur bataoo! sachin Ye jo gussa aata hai, wo paidal aata hai ya taxi se?"
7867,Entertainment,Positive,Relatable,been in love with them since kkhh
7868,Entertainment,Positive,Satirical,Onirojbanik.xddd Hum C.I.D. se hai apni saari cute pics hame dedo
7869,Education,Positive,Relatable,When actual holidays ?_ Jab exam ke gap wali chuttiya ho
7870,Politics,Negative,Satirical,Hammad Azhar Azhar Maryam: Just fake it guys & smile. Nawaz: I cant! I feel crap. Shahbaz: YaAllah meinu chuk lay .. · 09 Feb 24 · 27.4K
7871,Technology,Neutral,Satirical,Ye dekho Daya FilmyGags Ye Subah uthte he Phone chalane Beth gaya
7872,Social issues,Negative,Satirical,"- wake up - Turbo wank - Say ""Gm"" in the group cha - No one says it back n. L n"
7873,Social issues,Negative,Satirical,
7874,Entertainment,Positive,Satirical,"Fir bole toh, ek din appun ke mohalle mein Hemaa aai .. -Gandhi"
7875,Education,Positive,Relatable,Badi shanti lag rahi hai class me MILTON abhi ye bottle gira ke mini bhukamp laa deta hu
7876,Education,Positive,Relatable,6 y/o me going to school after my parents didn't believe that I had a heart attack in my stomach
7877,Social issues,Neutral,Relatable,
7878,Social issues,Positive,Informative,
7879,Social issues,Neutral,Informative,4- 9
7880,Education,Neutral,Satirical,"Who Said English Is Easy? Fill this blank with "" Yes "" or "" No"" 1 .__ I don't have a brain. 2 .__ I don't have sense. 3. I am stupid."
7881,Education,Positive,Satirical,"I'm free Quick, ask me to write an essay Will you write an essay? NO WAY !"
7882,Social issues,Positive,Relatable,My Mom Thinking I'M Only Nalayak Aulaad Who Spends All Days On Internet Kaash Wo Tum Sab Ko Bhi Janti Hoti
7883,Social issues,Neutral,Informative,IG/zaki_khan15 Aap log ne notice Kia hoga ki raat me Halki halki thand hone lgi hai
7884,Social issues,Neutral,Relatable,FUNYY.MEME Dosti Bohot Gehri Dosti Ek Dusre Ke Sath Ek Bhi Pic Na Hona
7885,Entertainment,Positive,Satirical,KARAN+ ALIA =KALIA
7886,Culture,Positive,Satirical,Weg:50 ILove You
7887,Social issues,Negative,Relatable,
7889,Social issues,Neutral,Satirical,
7890,Entertainment,Positive,Informative,
7891,Entertainment,Positive,Relatable,girlsvibes.x kya aapko mera banda dikh raha hai ?? (hai hi nahi toh kaha se dikhega)
7892,Politics,Negative,Satirical,ARY NEWS Monday
7893,Social issues,Negative,Informative,This image broke my heart & burst me out into tears faì @ .about.pakistan
7894,Entertainment,Positive,Satirical,wanna know the difference between history and you? history's the past but your my future(history rizz)
7895,Politics,Negative,Satirical,Friend Requests 109 See All Modi Ji Ki Ex 22h 47 mutual friends Confirm Delete Aye pagal aurat
7896,Education,Positive,Relatable,Nobody: Absolutely nobody: Students in school Assembly:
7897,Entertainment,Positive,Relatable,
7898,Social issues,Negative,Satirical,VETAKARAM AKKUVE NKU Ou 2
7899,Entertainment,Neutral,Relatable,I used to think kajol and srk were married and had children whisper
7900,Social issues,Positive,Relatable,Gharwalo ne ek ghanta beizzati karne ke baad bola Humne to ise kuch kehna hi Chod dia hai ...
7901,Social issues,Negative,Relatable,Me as a Wife: q kia kisi larki ki post ko. Translate Tweet
7902,Social issues,Positive,Satirical,HIPPO GNkSon Ki bhi seema hoti he
7903,Politics,Negative,Satirical,Joe Biden at area 51
7904,Education,Positive,Relatable,Noor e-e jan
7905,Social issues,Positive,Relatable,Sister : Bathroom Ki Light Kisne Off Ki ??? Me : Mene !!! Sister : Kyun !!! Me :- Mujhe badi khushi milti hai ARDO
7906,Culture,Positive,Satirical,
7907,Social issues,Neutral,Informative,"Happy . { "" Lotion ( 63) = 26 J,"
7908,Entertainment,Positive,Relatable,Genda Genda With Phool Phool OSyeda
7909,Culture,Neutral,Satirical,""" JU"
7910,Social issues,Negative,Informative,66
7911,Social issues,Neutral,Relatable,
7912,Culture,Positive,Informative,
7913,Social issues,Negative,Relatable,0:00 912 3 ner 51U Tension Khan n Sn G & Tension AA
7914,Technology,Neutral,Informative,Software Engineers Sri Lanka ChatGPT deepseek
7915,Entertainment,Positive,Relatable,Mela baby Naraj h Haa thola sa
7916,Social issues,Neutral,Satirical,BODY MASSAGE ¥%:499/-
7917,Social issues,Neutral,Relatable,"idk dude, that was kinda offensive ..."
7918,Culture,Positive,Relatable,maskharriyacin drawing
7919,Social issues,Positive,Relatable,Now Generation or batao .. kya chal rha hain ?? 10:34 Aur to kya batau chal rahi he hawayen gir rahe patte hum log single he relationship ke maje le rahe hai bacche unique thoughts 10:36 V/ sahi bola yaar GS 10:37
7920,Education,Positive,Informative,Khan Sir Op ... 7/04/ 7014 7 Ta = cytology T = = AVEIA (T=> Micoplasma f @ Laugh_pulses FØDY // StatusIND
7921,Education,Positive,Satirical,When Topper Cries After Getting 99 /100 Me : the losercompany® Inke haath mein sone ka katora dedo phir bhi ye bheek maangenge ®
7922,Social issues,Positive,Satirical,Someone : Pyar se badi koi chiz nhi hoti Me : Dora Emon 1500 ¥ 500 OROK Y50 Paise ka naam suna hai?
7923,Social issues,Positive,Relatable,pardon my french but louvrè lage padè hai
7924,Social issues,Positive,Informative,"Saving you in my life's archives forever. To more madness, more mess and more of you Happy Birthday my precious O"
7925,Education,Positive,Relatable,"me during an exam laughing at my own + answers: 936.5K 1,485 66.1K 1, X VICKIICS Gyall diaries Me in physics when I get a negative height of a building 1d Reply 196 CD"
7926,Social issues,Positive,Relatable,3-4 Crore ki kami toh roz mehsus hoti hai
7927,Social issues,Positive,Informative,
7928,Social issues,Neutral,Satirical,AYESHASAYS - e
7929,Education,Positive,Relatable,Exam khatam baat khatam Kisi ne result poocha to rishta bhi khatam
7930,Social issues,Positive,Informative,mALa
7931,Entertainment,Positive,Relatable,Whoever thought of this ... is brilliant! Via: FAIR TELLER Ami tabh Amit abh
7932,Culture,Positive,Satirical,-LLL Lateefon.Ki.Dunya
7933,Social issues,Neutral,Relatable,
7934,Social issues,Negative,Relatable,
7935,Social issues,Positive,Satirical,Hello I don't talk to ugly people. But I do.
7936,Education,Positive,Informative,"PAGE 3: Never Argue With Children A little girl was talking to her teacher about whales. The teacher said it was physically impos- sible for a whale to swallow a human because even though it was a very large mammal its throat was very small. The little girl stated that Jonah was swallowed by a whale. Irritated, the teacher reiterated that a whale could not swallow a human; it was physically impossible. The little girl said, ""When I get to heaven I will ask Jonah."" The teacher asked, ""What if Jonah went to hell?"" The little girl replied, ""Then you ask him."" Kindergarten teacher"
7937,Social issues,Positive,Relatable,Bahot juban chal rahi hai aaj kal .point Ghusa du kya andar
7938,Social issues,Neutral,Informative,1 Jj 2 -
7939,Social issues,Negative,Relatable,aajkal 500ml q4 pani pita hu armaano pe thoda kam Ha Hgh
7940,Education,Positive,Relatable,Mair-E A picture of me laughing at my own answers in exam hall@ @
7941,Social issues,Positive,Relatable,B Arle-G Zumour Shy-mla Mirch MEMES CASM
7942,Social issues,Neutral,Relatable,
7943,Social issues,Positive,Relatable,
7944,Entertainment,Positive,Relatable,k3g is literally an emotion
7945,Social issues,Neutral,Informative,Wo Prem 'Socha tumhare liye tadpna Chhod denge ... Socha tumhare liye tarasna Chhod denge ... Dil se kaha e dil bhul ja usse .. Dil ne kaha dobara kaha toh .. Dhadakna chhod denge !!!
7947,Social issues,Positive,Relatable,WHEN YOU CALL YOUR PATIENT BACK DentalHygieneAnswers.com AND THEIR WHOLE FAMILY GETS UP TO COME WITH
7948,Education,Positive,Relatable,"I just realised that ""never"" is a And ""blush"" is a contraction contraction of ""not ever"". of ""blood rush"". HARRYPOTTER 80 Also ""studying"" is a contraction of ""student dying""."
7949,Social issues,Negative,Informative,ra v
7950,Social issues,Negative,Satirical,AEE BHIKARI MERA MEME HAI WOH
7951,Entertainment,Positive,Relatable,"Marlıcks To Steve, Thanks for watching 411. the best Culifun"
7952,Education,Positive,Relatable,PEERAS TION Jhuth ISATION Bohot bada jhuth Topic. .. Date. ACKNOWLEDGEMENT I would to thanks my teacher for his guidance and support in computing my project. Phir aata hai ye line
7953,Technology,Positive,Relatable,... Arz Kiya Hai ... Na jeene ki aarzu na marne ka khauf waah waah Na jeene ki aarzu na marne ka khauf The number your trying is currently switched off. OFF Lol!
7955,Social Issues,Positive,Relatable,Sibling (n.) You'd give them a kidney but wouldn't allow them to borrow your charger.
7956,Social Issues,Negative,Relatable,"Dear problems Please give me some discount, I am your regular customer"
7957,Entertainment,Positive,Relatable,ŘiDas(Qalandars) V *Me to my screenshots* Jab koi baat bigad jaaye .. Jab koi mushkil padd jaaye .. Tum dena saath meraa ..
7958,Technology,Positive,Informative,Other Social Media Marketing Strategies MEMES Marketing
7959,Social Issues,Positive,Relatable,
7960,Entertainment,Positive,Relatable,what's ur type ?? young Shahid Kapoor
7961,Culture,Positive,Informative,"HAY TRES COSAS EN LA VIDA QUE NO PUEDES PERDER: FIESTA FIESTA TU SONRISA, TU ALEGRÍA Y TU FORMA DE SER"
7962,Social Issues,Positive,Relatable,D: writes 10 Whites @ Ishq Writes JUUN STUPOUINA
7963,Technology,Positive,Relatable,brown_people_humor Mummy zra phone dena kuch urgent kaam h < Mobile Hotspot On
7964,Politics,Negative,Satirical,Normal People of Police PA 100000 @ ₹200 $44 160000 7200 6. €200
7965,Social Issues,Positive,Informative,"Humour Central .teb Crush ho ya brush, Waqt par badal lena chahiye, Warna dil ho ya daant, Toot hi jaayega !!! WEAR MASK"
7966,Social Issues,Negative,Relatable,"5,L Date: Creme 310 Pakistan ain't for Beginners!"
7967,Education,Positive,Relatable,Abeeha_writee Abeeha-writee a
7968,Social Issues,Positive,Satirical,Lateefon.Ki.Dunya
7970,Education,Positive,Satirical,WHAT WILL HAPPEN IF THE 3RD WORLD WAR TAKES PLACE? WE WILL HAVE ONE MORE CHAPTER IN OUR HISTORY BOOK
7971,Entertainment,Positive,Relatable,When someone say tum apne papa pe gyi ho.
7972,Social Issues,Neutral,Relatable,
7973,Education,Positive,Relatable,Starting After few On Days at Semesters: farewell Uni: Party:
7974,Social Issues,Negative,Relatable,Life mein Dukh nahi hain Dukhon mein Thodi si life hai.
7975,Social Issues,Negative,Relatable,
7976,Social Issues,Positive,Relatable,Me tension ni lenda Tension meri lendi aa
7977,Entertainment,Positive,Satirical,No hates .. Dana dal rey
7978,Entertainment,Positive,Neutral,DHAT PAGLI
7979,Social Issues,Negative,Relatable,Woh meri line h kanjr
7980,Culture,Positive,Informative,"SarMad Tweets 31 ""Aur Tum Apnay Rub Ki Kon Kon Si Naimat Ko Jhutlaao Gay'"
7982,Social Issues,Negative,Satirical,Deja Chu adj. The feeling of having met this ch*tiya before
7983,Social Issues,Negative,Relatable,CHUP KAR THEPAKISTANIMARTHASTEWART
7984,Culture,Positive,Relatable,December In other In Countries Pakistan
7985,Social Issues,Negative,Relatable,"Koi hamse pyaar nahi karta, SUCCI SACHIN E gola ma ab nahi rehna."
7986,Technology,Positive,Relatable,People who have but never post anything
7987,Social Issues,Negative,Relatable,"SeeNu V People : ""Ap haseen hai apke toh kaafi saare scenes hoge"", bruh haseen hain beshram nahi"
7988,Education,Positive,Relatable,Movies Of College Life Classes : kabhi kabhi Attendance : hera pheri Class room : No entry Teachr : khiladi 420 Vacation : masti Exam : Evil Dead Examiner : Don Friends in exam: Hum aap k hain kon Viva : Encounter Course : Godzilla Exam time : Qyamat se Qyamt tk Cheating : Lage raho Munna bhai Question paper: ek paheli Answer paper: kora Kagaz Help in exam: Tare Jamin par Marking : Andha kanoon Result : Sadma Pass : Chamtkar Fail : Devdas Back paper :Hamari adhuri kahani Helo
